"icd_class" "year" "age" "sex" "race" "cause" "death_count" "population_count"
"icd_08" 1968 "< 1" "female" "black" "intentional_self_harm" 0 258270
"icd_08" 1968 "< 1" "female" "black" "undetermined" 17 258270
"icd_08" 1968 "< 1" "female" "black" "intentional_or_undetermined_self_harm" 17 258270
"icd_08" 1968 "< 1" "female" "black" "assault" 23 258270
"icd_08" 1968 "< 1" "female" "black" "all_cause" 8579 258270
"icd_08" 1968 "< 1" "female" "black" "all_external" 382 258270
"icd_08" 1968 "< 1" "female" "black" "non_external" 8197 258270
"icd_08" 1968 "< 1" "female" "black" "vehicle" 26 258270
"icd_08" 1968 "1-4" "female" "black" "intentional_self_harm" 0 1042000
"icd_08" 1968 "1-4" "female" "black" "undetermined" 32 1042000
"icd_08" 1968 "1-4" "female" "black" "intentional_or_undetermined_self_harm" 32 1042000
"icd_08" 1968 "1-4" "female" "black" "assault" 36 1042000
"icd_08" 1968 "1-4" "female" "black" "all_cause" 1418 1042000
"icd_08" 1968 "1-4" "female" "black" "all_external" 561 1042000
"icd_08" 1968 "1-4" "female" "black" "non_external" 857 1042000
"icd_08" 1968 "1-4" "female" "black" "vehicle" 104 1042000
"icd_08" 1968 "5-9" "female" "black" "intentional_self_harm" 0 1390000
"icd_08" 1968 "5-9" "female" "black" "undetermined" 8 1390000
"icd_08" 1968 "5-9" "female" "black" "intentional_or_undetermined_self_harm" 8 1390000
"icd_08" 1968 "5-9" "female" "black" "assault" 21 1390000
"icd_08" 1968 "5-9" "female" "black" "all_cause" 711 1390000
"icd_08" 1968 "5-9" "female" "black" "all_external" 352 1390000
"icd_08" 1968 "5-9" "female" "black" "non_external" 359 1390000
"icd_08" 1968 "5-9" "female" "black" "vehicle" 157 1390000
"icd_08" 1968 "10-14" "female" "black" "intentional_self_harm" 2 1351000
"icd_08" 1968 "10-14" "female" "black" "undetermined" 2 1351000
"icd_08" 1968 "10-14" "female" "black" "intentional_or_undetermined_self_harm" 4 1351000
"icd_08" 1968 "10-14" "female" "black" "assault" 16 1351000
"icd_08" 1968 "10-14" "female" "black" "all_cause" 562 1351000
"icd_08" 1968 "10-14" "female" "black" "all_external" 202 1351000
"icd_08" 1968 "10-14" "female" "black" "non_external" 360 1351000
"icd_08" 1968 "10-14" "female" "black" "vehicle" 62 1351000
"icd_08" 1968 "15-19" "female" "black" "intentional_self_harm" 21 1136000
"icd_08" 1968 "15-19" "female" "black" "undetermined" 20 1136000
"icd_08" 1968 "15-19" "female" "black" "intentional_or_undetermined_self_harm" 41 1136000
"icd_08" 1968 "15-19" "female" "black" "assault" 110 1136000
"icd_08" 1968 "15-19" "female" "black" "all_cause" 930 1136000
"icd_08" 1968 "15-19" "female" "black" "all_external" 396 1136000
"icd_08" 1968 "15-19" "female" "black" "non_external" 534 1136000
"icd_08" 1968 "15-19" "female" "black" "vehicle" 154 1136000
"icd_08" 1968 "20-24" "female" "black" "intentional_self_harm" 37 878000
